ko_term,match_priority,lang,term_text,back_translation_ko
자동명의개서제도,266,tha_Thai,โครงการโอนกรรมสิทธิ์อัตโนมัติ,자동 저작권 이전 프로젝트
자동호가전달시스템,195,tha_Thai,ระบบส่งที่อยู่อัตโนมัติ,자동 위치 전송 시스템
자본금,1172,tha_Thai,ทุนหุ้น,주식
자본시장,972,tha_Thai,ตลาดทุน,자본시장
자본시장선,681,tha_Thai,ฝ่ายตลาดทุน,자본시장
자본이득,973,tha_Thai,กำไรจากทุน,투자 수익
자본이익계획,512,tha_Thai,แผนกำไรจากทุน,투자 수익 계획
자본잉여금,682,tha_Thai,ส่วนเกินทุน,초과자본
자본자산가격결정모형,162,tha_Thai,โมเดลการกำหนดราคาสินทรัพย์ทุน (CAPM),자본 자산가치 모델 (CAPM)
자본준비금,683,tha_Thai,ทุนสำรอง,예비 자금
자사주 취득,513,tha_Thai,การซื้อหุ้นของบริษัทเอง,회사 주식을 직접 구매하는 겁니다.
자산담보부증권,354,tha_Thai,หลักทรัพย์ที่มีสินทรัพย์เป็นหลักประกัน,자금이 담보가 되는 자산입니다.
자산운용회사,514,tha_Thai,บริษัทจัดการสินทรัพย์,자산 관리 회사
자산의 유동화,355,tha_Thai,การแปลงสินทรัพย์เป็นหลักทรัพย์,자산을 증권으로 전환합니다.
자산재평가,684,tha_Thai,การประเมินมูลค่าสินทรัพย์ใหม่,새로운 자산 평가
자산주,1173,tha_Thai,หุ้นที่มีสินทรัพย์เป็นหลักประกัน,자산을 담보로 하는 주식
자율규제기관,515,tha_Thai,องค์กรกำกับดูแลตนเอง,조직은 스스로 관리합니다.
자전거래,974,tha_Thai,การซื้อขายแบบวงกลม,순환적인 거래입니다.
잔액인수,975,tha_Thai,การโอนยอดคงเหลือ,이송은 계속될 겁니다.
잔존가액,976,tha_Thai,มูลค่าคงเหลือ,가치는 남아있죠.
잠정이체,977,tha_Thai,การโอนชั่วคราว,임시로 옮겼어
장기채,1174,tha_Thai,พันธบัตรระยะยาว,장기채권
장내결제,978,tha_Thai,การชำระเงินที่ร้าน,가게에서 지불
장외거래,979,tha_Thai,การซื้อขายนอกตลาด,시장에서 구매하는 것
장외결제,980,tha_Thai,การชำระบัญชีแบบไม่ผ่านตลาด,비시장 결제
장외시장,981,tha_Thai,ตลาดซื้อขายนอกตลาดหลักทรัพย์,주식 시장에서 거래
재담보,1175,tha_Thai,มาตรการรักษาความปลอดภัยเพิ่มเติม,추가적인 보안 조치
재발행,1176,tha_Thai,พิมพ์ใหม่,다시 발간
재정가격결정이론,267,tha_Thai,ทฤษฎีการกำหนดราคาทางการเงิน,금융 가격 결정 이론
재투자수익률,516,tha_Thai,อัตราผลตอบแทนจากการลงทุนซ้ำ,재투자 수익률은
재투자수익률,517,tha_Thai,อัตราผลตอบแทนจากการลงทุนซ้ำ,재투자 수익률은
재투자위험,685,tha_Thai,ความเสี่ยงจากการลงทุนซ้ำ,재투자의 위험성
저당권,1177,tha_Thai,สินเชื่อบ้าน,집을 믿어요
저당대출담보부채권,196,tha_Thai,หลักทรัพย์ที่ได้รับการค้ำประกันด้วยสินเชื่อที่อยู่อาศัย,주택담보증권에 담긴 자산입니다.
저당대출원리금이체채권,113,tha_Thai,หนี้รับจากการโอนเงินต้นและดอกเบี้ยของสินเชื่อที่อยู่อาศัย,대출금과 주택담보대출금
적격증권,982,tha_Thai,หลักทรัพย์ที่ตรงตามเงื่อนไข,조건에 맞는 자산입니다.
전량결제,983,tha_Thai,ชำระเต็มจำนวน,세탁실이 꽉 차 있어요
전미증권업협회,356,tha_Thai,สมาคมผู้ค้าหลักทรัพย์แห่งชาติ,국가 증권 거래자 협회
전업주의,984,tha_Thai,งานเต็มเวลา,풀타임
전자공시제도,518,tha_Thai,ระบบเปิดเผยข้อมูลทางอิเล็กทรอนิกส์,전자적으로 공개된 시스템입니다.
전자매매확인,519,tha_Thai,การยืนยันธุรกรรมทางอิเล็กทรอนิกส์,전자 거래 확인
전자자금이체제도,268,tha_Thai,ระบบโอนเงินทางอิเล็กทรอนิกส์,전자 송금 시스템
전자증권,985,tha_Thai,หลักทรัพย์อิเล็กทรอนิกส์,전자적 자산
전환사채,986,tha_Thai,พันธบัตรแปลงสภาพ,이 증권은 상황을 변화시킵니다.
전환신주이자,520,tha_Thai,หุ้นแปลงสภาพได้ และ,"주식을 바꿀 수 있고,"
전환주식,987,tha_Thai,หุ้นแปลงสภาพ,주식환경
전환청구권,686,tha_Thai,สิทธิในการแปลงสภาพ,상황을 바꿀 권리가 있습니다.
점두매매,988,tha_Thai,การซื้อขายนอกตลาด,시장에서 구매하는 것
점유,1286,tha_Thai,การครอบครอง,점령
점유개정형 repo,163,tha_Thai,การขายคืนพร้อมการเปลี่ยนเจ้าของ,소유자가 바뀌면서 다시 팔립니다.
정시상환,989,tha_Thai,การชำระหนี้ตามกำหนด,정해진 기간에 납부
정크본드,990,tha_Thai,พันธบัตรเสี่ยงสูง,고위험 증권입니다.
제3시장,991,tha_Thai,ตลาดที่สาม,제3시장
제4시장,992,tha_Thai,ตลาดหมายเลข 4,마켓 4번
제권판결,993,tha_Thai,คำพิพากษาในคดีนี้,이 사건의 판결은
제로베타 포트폴리오,164,tha_Thai,พอร์ตโฟลิโอ ZeroBeta,제로베타 포트폴리오
제로쿠폰채,687,tha_Thai,พันธบัตรไม่มีคูปอง,증권은 쿠폰이 없습니다.
조건부보관계좌,357,tha_Thai,บัญชีการเก็บรักษาตามเงื่อนไข,조건부 보관 계좌
종업원지주제도,358,tha_Thai,โครงการให้พนักงานถือหุ้น,직원들의 주주제도는
종합주가지수,521,tha_Thai,ดัชนีราคาหุ้นรวม,전체 주식 가격 지표
주가수익비율,522,tha_Thai,อัตราส่วนราคาต่อกำไร,가격/이익 비율
주가이동평균선,359,tha_Thai,ค่าเฉลี่ยเคลื่อนที่ของราคาหุ้น,주식 가격의 이동 평균입니다.
주가지수,994,tha_Thai,ดัชนีตลาดหุ้น,주식 지표
주가지수선물거래,269,tha_Thai,การซื้อขายสัญญาซื้อขายล่วงหน้าดัชนีหุ้น,주식 시장에 대한 거래
주가평균,995,tha_Thai,ราคาหุ้นเฉลี่ย,평균 주가입니다.
주간사회사,688,tha_Thai,ประวัติศาสตร์สังคมรายสัปดาห์,주간 사회 역사
주권,1287,tha_Thai,อธิปไตย,아티피아
주권계속예탁제도,270,tha_Thai,ระบบเก็บรักษาใบหุ้นแบบต่อเนื่อง,주식증권 보관시스템
주권기번호,689,tha_Thai,หมายเลขใบรับรองอธิปไตย,인증 번호가 필요해요
주권불소지,690,tha_Thai,การขาดอำนาจอธิปไตย,독재의 부족
주권수령증,691,tha_Thai,ใบรับรองการรับหุ้น,주식 인수증서
주당 순자산가치,271,tha_Thai,มูลค่าสินทรัพย์สุทธิต่อหุ้น,주식당 자산가치
주당순이익,692,tha_Thai,กำไรต่อหุ้น,주식 수익
주당순자산비율,360,tha_Thai,อัตราส่วนราคาต่อมูลค่าบัญชี,가격대회계액의 비율
주식매수청구권,361,tha_Thai,สิทธิในการเรียกร้องให้ซื้อหุ้น,주식을 요구할 권리가 있습니다.
주식발행차액,523,tha_Thai,ส่วนเกินจากราคาหุ้น,주식 가격 부가가치입니다.
주식배당,996,tha_Thai,แบ่งปันเงินปันผล,이산화탄소 분배
주식배당예고제,362,tha_Thai,ระบบแจ้งล่วงหน้าเกี่ยวกับเงินปันผลหุ้น,주식 거래에 대한 예측 시스템입니다.
주식병합,997,tha_Thai,การรวมหุ้น,주식 합병
주식분할,998,tha_Thai,การแบ่งหุ้น,주식분할
주식소각,999,tha_Thai,การยกเลิกหุ้น,주식 폐지
주식스왑,1000,tha_Thai,การแลกเปลี่ยนหุ้น,주식 거래
주식의 공유,524,tha_Thai,การแบ่งปันหุ้น,주식 공유
주식청약,1001,tha_Thai,สมัครรับข่าวสาร,뉴스에 가입하세요.
주식형투자신탁,363,tha_Thai,กองทุนลงทุนในหุ้น,펀드는 주식에 투자합니다.
주주,1288,tha_Thai,ผู้ถือหุ้น,주주
주주권,1178,tha_Thai,สิทธิของผู้ถือหุ้น,주주들의 권리
주주명부,1002,tha_Thai,ทะเบียนผู้ถือหุ้น,주주 목록
주주명부폐쇄,525,tha_Thai,การปิดทะเบียนผู้ถือหุ้น,주주 등록을 폐쇄
주주명부폐쇄기간,272,tha_Thai,ช่วงเวลาปิดการจดทะเบียนหุ้น,상장 마감 시점
주주명부폐쇄기준일,197,tha_Thai,วันที่บันทึกในทะเบียนหุ้น,주식회사에 등록된 날짜
주주제안제도,526,tha_Thai,โครงการข้อเสนอจากผู้ถือหุ้น,주주들의 제안서
주주총회 참석장,273,tha_Thai,ประกาศการเข้าร่วมประชุมสามัญประจำปี,연례총회에 참석한다고 선언합니다.
주주총회,1003,tha_Thai,การประชุมสามัญประจำปี,연례총회
주주평등의 원칙,274,tha_Thai,หลักการความเท่าเทียมของผู้ถือหุ้น,주주 평등의 원칙
준공유,1179,tha_Thai,กึ่งสาธารณะ,반 공개
준비금의 자본전입,198,tha_Thai,การโอนเงินสำรองเข้าทุน,자금을 투자합니다.
준점유,1180,tha_Thai,การถือครองแบบกึ่ง,반 점유
준회원,1181,tha_Thai,สมาชิกสมทบ,가족 구성원
중·동유럽 중앙예탁기관협의회,41,tha_Thai,สภาศูนย์รับฝากหลักทรัพย์ยุโรปกลางและยุโรปตะวันออก,중앙 유럽과 동유럽의 증권거래센터
중간배당,1004,tha_Thai,เงินปันผลระหว่างปี,연간 수익
중개회사,1005,tha_Thai,บริษัทอสังหาริมทรัพย์,부동산 회사
증거금,1182,tha_Thai,เงินฝาก,예금
증거증권,1006,tha_Thai,ใบรับรองสิทธิในทรัพย์สิน,소유권 증명서
증권·대금 동시결제,165,tha_Thai,การชำระบัญชีหลักทรัพย์และเงินพร้อมกัน,자본과 화폐를 동시에 지불합니다.
증권거래법,693,tha_Thai,พระราชบัญญัติหลักทรัพย์และตลาดหลักทรัพย์,증권 및 증권시장 법령
증권거래세,694,tha_Thai,ภาษีการซื้อขายหลักทรัพย์,주식세입니다.
증권거래준비금,364,tha_Thai,ทุนสำรองสำหรับการซื้อขายหลักทรัพย์,주식 거래에 필요한 예비 자금
증권공동 온라인시스템,114,tha_Thai,ระบบหลักทรัพย์ออนไลน์ร่วม,온라인 공유자본 시스템
증권금융,1007,tha_Thai,การเงินหลักทรัพย์,자본금입니다.
증권담보금융,527,tha_Thai,การจัดหาเงินทุนที่มีหลักทรัพย์ค้ำประกัน,자금 조달은
증권대위,1008,tha_Thai,การรับสิทธิแทนในหลักทรัพย์,자금에 대한 대리권
증권대차제도,528,tha_Thai,โครงการให้กู้และยืมหลักทรัพย์,자금 대출 프로그램
증권대행업무,529,tha_Thai,บริการของสำนักงานหลักทรัพย์,미국 증권사 서비스
증권분석사,695,tha_Thai,นักวิเคราะห์หลักทรัพย์,금융분석가
증권선물위원회,365,tha_Thai,คณะกรรมการกำกับดูแลหลักทรัพย์และสัญญาซื้อขายล่วงหน้า,이 위원회는 증권거래협약에 관한 위원회입니다.
증권시장,1009,tha_Thai,ตลาดหุ้น,주식 시장
증권시장선,696,tha_Thai,ในตลาดหุ้น,주식 시장에서
증권예탁원,697,tha_Thai,ศูนย์รับฝากหลักทรัพย์เกาหลี,한국 증권거래소
증권용지 관리번호,199,tha_Thai,หมายเลขการจัดการเอกสารหลักทรัพย์,증권 거래소 번호
증권유통금융,530,tha_Thai,การจำหน่ายหลักทรัพย์และการเงิน,자본과 금융의 유통
증권인수금융,531,tha_Thai,การเงินในการรับประกันการออกหลักทรัพย์,자금보험에 대한 자금
증권자본주의,532,tha_Thai,ระบบทุนนิยมหลักทรัพย์,자본주의
증권투자신탁,533,tha_Thai,กองทุนลงทุนในหลักทรัพย์,이 자금은 주식 투자입니다.
증권특성선,698,tha_Thai,บรรทัดลักษณะของหลักทรัพย์,자금의 특성
증권화 현상,534,tha_Thai,การแปลงสินทรัพย์เป็นหลักทรัพย์,자산을 증권으로 전환합니다.
증권회사 역외펀드,200,tha_Thai,กองทุนนอกประเทศที่บริหารจัดการโดยบริษัทหลักทรัพย์,투자 회사에서 관리하는 해외 자금입니다.
증자,1289,tha_Thai,การเพิ่มทุน,자금 증대
지방채,1183,tha_Thai,พันธบัตรของรัฐบาลท้องถิ่น,지방 정부 증권
지배주주,1010,tha_Thai,ผู้ถือหุ้นหลัก,주요 주주
지분권,1184,tha_Thai,ส่วนได้ส่วนเสียในทุน,자본의 손익분기입니다.
지분법,1185,tha_Thai,วิธีส่วนทุน,어떻게 투자할까요?
지수법,1186,tha_Thai,วิธีเลขชี้กำลัง,어떻게 숫자가 지표가 되고
지시증권,1011,tha_Thai,หลักทรัพย์แบบผู้ถือ,소지자 자산입니다.
지정가주문,699,tha_Thai,คำสั่งซื้อแบบจำกัด,한정된 주문
지정시점결제시스템,201,tha_Thai,ระบบการชำระเงินตามกำหนด,정해진 결제 시스템
지주회사,1012,tha_Thai,บริษัทโฮลดิ้ง,지주회사
지체보상금,700,tha_Thai,ค่าชดเชยเนื่องจากความล่าช้า,지연 보상
직상장,1187,tha_Thai,การจดทะเบียนโดยตรง,직접 등록
직접공시,1013,tha_Thai,การเปิดเผยข้อมูลโดยตรง,정보를 공개하는 것.
직접금융,1014,tha_Thai,การจัดหาเงินทุนโดยตรง,직접적인 자금 조달입니다.
직접발행,1015,tha_Thai,การออกพิมพ์ด้วยตนเอง,독자적인 출판
직접점유,1016,tha_Thai,การครอบครองโดยตรง,직접적인 소유
직접참가자,701,tha_Thai,ผู้เข้าร่วมโดยตรง,직접적인 참여자
직접청약,1017,tha_Thai,สมัครสมาชิกโดยตรง,직접 회원가입
직접투자,1018,tha_Thai,การลงทุนโดยตรง,직접 투자입니다.
질권,1290,tha_Thai,คำสัญญา,약속해
질권설정자,702,tha_Thai,ผู้ให้คำสัญญาจำนำ,유죄 판결을 내린 사람
질권자,1188,tha_Thai,ผู้รับจำนำ,대장님
집단경쟁매매,535,tha_Thai,การซื้อขายแบบบล็อก,블록 매매
집중결제,1019,tha_Thai,การชำระเงินแบบกลุ่ม,그룹 결제
집중예탁,1020,tha_Thai,การเก็บรักษาแบบรวมศูนย์,중앙 저장소
차감,1291,tha_Thai,การหักลดหย่อน,헐떡거리는
차감결제,1021,tha_Thai,การชำระเงินโดยการหักจากเงินเดือน,월급을 빼서 지불합니다.
차금결제,1022,tha_Thai,การชำระยอดคงเหลือ,예금도 남았어
차등배당,1023,tha_Thai,เงินปันผลแบบต่างกัน,다른 종류의 배당입니다.
차변 대변,703,tha_Thai,เดบิต เครดิต,"데비트, 신용"
차변이체 또는 추심시스템,62,tha_Thai,ระบบโอนเงินหรือระบบเก็บเงิน,송금 시스템이나 저장 시스템
차익거래,1024,tha_Thai,การเก็งกำไรจากความแตกต่างของราคา,가격의 차이로 수익을 창출하는 것입니다.
차입매수,1025,tha_Thai,การซื้อกิจการด้วยเงินกู้,대출을 통해 사업을 구매합니다.
차주,1292,tha_Thai,เจ้าของรถ,차 소유자
차환,1293,tha_Thai,การรีไฟแนนซ์,재금융
참가적우선주,536,tha_Thai,หุ้นบุริมสิทธิแบบมีส่วนร่วม,주식 소유권
창고증권,1026,tha_Thai,หลักทรัพย์ในคลังสินค้า,재고에 있는 증권
창립총회,1027,tha_Thai,การประชุมจัดตั้งบริษัท,창업 회의
창업비,1189,tha_Thai,ค่าใช้จ่ายเริ่มต้น,비용이 시작됩니다.
채권,1294,tha_Thai,พันธบัตร,계약서
채권가격지수,537,tha_Thai,ดัชนีราคาพันธบัตร,채권 가격 지표
채권등급평가,538,tha_Thai,การประเมินอันดับเครดิต,신용등급 평가
채권딜러제도,539,tha_Thai,โครงการผู้จำหน่ายพันธบัตร,채권사업자 프로젝트
채권면역전략,540,tha_Thai,กลยุทธ์การยกเว้นหนี้,부채 면제 전략
채권상장심사기준,275,tha_Thai,เกณฑ์การจดทะเบียนพันธบัตร,채권 등록 기준
채권상장폐지기준,276,tha_Thai,เกณฑ์การถอดถอนพันธบัตรออกจากรายชื่อ,채권 삭제 기준은 목록에서 삭제됩니다.
채권선물거래,541,tha_Thai,การซื้อขายสัญญาฟิวเจอร์สพันธบัตร,퓨저스 채권 거래
채권수익률,704,tha_Thai,อัตราผลตอบแทนพันธบัตร,채권 수익률
채권수익률의 기간구조,115,tha_Thai,โครงสร้างอัตราผลตอบแทนตามระยะเวลาของพันธบัตร,유가증권의 기간상 수익률 구조입니다.
채권수익률의 위험구조,116,tha_Thai,โครงสร้างความเสี่ยงของอัตราผลตอบแทนพันธบัตร,채권 수익률의 위험 구조입니다.
채권시가평가제,366,tha_Thai,ระบบประเมินมูลค่าตลาดสำหรับพันธบัตร,채권에 대한 시장 가치 평가 시스템
채권시장안정기금,277,tha_Thai,กองทุนรักษาเสถียรภาพตลาดพันธบัตร,채권시장안정기금
채권양도,1028,tha_Thai,การโอนสิทธิเรียกร้อง,권리 이전 요구
채권원리금상환,367,tha_Thai,การชำระคืนเงินต้นและดอกเบี้ยของพันธบัตร,유가증권에 대한 보증금과 이자금
채무불이행,705,tha_Thai,ค่าเริ่มต้น,시작값
채무불이행위험,368,tha_Thai,ความเสี่ยงในการผิดสัญญา,계약 위반의 위험
책임재산,1029,tha_Thai,สินทรัพย์ที่รับผิดชอบ,책임있는 자산
청산,1295,tha_Thai,การชำระบัญชี,청구서 지불
청산거래,1030,tha_Thai,ธุรกรรมชำระบัญชี,회계사업
청산결제시스템,369,tha_Thai,ระบบการหักบัญชีและชำระบัญชี,회계 및 결제 시스템
청산회사,1031,tha_Thai,บริษัทรับจัดการชำระบัญชี,회계회사
청산회원,1032,tha_Thai,สมาชิกในกระบวนการชำระบัญชี,결제 과정의 일원
청약증거금,706,tha_Thai,เงินมัดจำสำหรับการสมัครเช่าบ้าน,집 임대 신청에 대한 보증금
체결시점매매확인 시스템,79,tha_Thai,ระบบยืนยันการซื้อขาย ณ เวลาที่ดำเนินการ,거래가 완료되는 시점의 확인 시스템입니다.
체계적 위험,542,tha_Thai,ความเสี่ยงเชิงระบบ,시스템적 위험성
초과담보율,707,tha_Thai,อัตราส่วนหลักประกันเกิน,보험료가 너무 높습니다.
총계정원장,708,tha_Thai,หนังสือบัญชีหลัก,주요 회계 책
총액인수,1033,tha_Thai,การรับประกันแบบจ่ายครั้งเดียว,일회성 보증금입니다.
총액지급증권,543,tha_Thai,หลักทรัพย์แบบจ่ายครั้งเดียว,일회용 증권입니다.
총유,1296,tha_Thai,ทรัพย์สินร่วม,공동 재산
최소분산포트폴리오,202,tha_Thai,พอร์ตโฟลิโอที่มีความแปรปรวนต่ำสุด,가장 변동성이 낮은 포트폴리오입니다.
최소증거금,709,tha_Thai,เงินฝากขั้นต่ำ,최소한의 예금
최적규모,1034,tha_Thai,ขนาดที่เหมาะสมที่สุด,가장 적합한 크기입니다.
최적포트폴리오,370,tha_Thai,พอร์ตโฟลิโอที่เหมาะสมที่สุด,가장 적합한 포트폴리오
최종이체,1035,tha_Thai,การโอนเงินครั้งสุดท้าย,마지막 송금
추가상장,1036,tha_Thai,การจดทะเบียนรอง,제2등록
추가증거금 납부요구,166,tha_Thai,คำขอชำระเงินหลักประกันเพิ่มเติม,추가 보험금을 요구합니다.
추가증거금,710,tha_Thai,มาร์จิ้นเพิ่มเติม,더 많은 마진
추정이익,1037,tha_Thai,กำไรคาดการณ์,예측 수익
추정재무제표,544,tha_Thai,รายงานการเงินแบบจำลอง,모형 재무보고서
출입직원등록제도,278,tha_Thai,โครงการลงทะเบียนการเข้าถึงของพนักงาน,직원 접근 등록 프로그램
출자,1297,tha_Thai,การนำทุนมาลงทุน,자금을 투자합니다.
출자인수권,711,tha_Thai,สิทธิในการสมัครสมาชิก,회원을 신청할 권리가 있습니다.
출자전환,1038,tha_Thai,การแลกเปลี่ยนหนี้เป็นทุน,부채를 자본으로 교환합니다.
출자증권,1039,tha_Thai,หลักทรัพย์ประเภทหุ้น,주식증권
출자총액제한,545,tha_Thai,วงเงินลงทุนรวม,전체 투자자금
충당금,1190,tha_Thai,ข้อกำหนด,규정
충분성,1191,tha_Thai,ความเพียงพอ,충분함
카멜레온펀드,546,tha_Thai,กองทุน Chameleon,카멜레온 재단
컨트리 펀드,547,tha_Thai,กองทุนประเทศ,국가 기금
코레스은행,712,tha_Thai,ธนาคารคอร์ส,은행 코스
코리아유로펀드,371,tha_Thai,กองทุนเกาหลี-ยูโร,한국기금-유로
코리아펀드,713,tha_Thai,กองทุนเกาหลี,한국기금
코스닥 등록법인,279,tha_Thai,บริษัทที่จดทะเบียนในตลาด KOSDAQ,코스닥에 상장된 회사입니다.
코스닥 등록주식,280,tha_Thai,หุ้นที่จดทะเบียนในตลาด KOSDAQ,코스닥에 상장된 주식
코스닥,1192,tha_Thai,KOSDAQ,코스닥
콘탱고,1193,tha_Thai,คอนทังโก,콘타고
콜,1307,tha_Thai,โทร,전화해
콜레이트,1040,tha_Thai,จัดเรียง,정렬해
쿠폰부사채,714,tha_Thai,พันธบัตรชั้นรองที่มีคูปอง,쿠폰이 있는 부채권
타이거펀드,715,tha_Thai,กองทุนไทเกอร์,타이거 사령관
탈중개화현상,548,tha_Thai,ปรากฏการณ์การตัดตัวกลาง,중간에 절단 현상
텀론,1298,tha_Thai,เทอร์มลอน,테르멜론
테크노스트럭처,372,tha_Thai,โครงสร้างทางเทคโนโลยี,기술적인 구조입니다
토론토선물거래소,281,tha_Thai,ตลาดสัญญาซื้อขายล่วงหน้าโตรอนโต,토론토의 전속 거래소
토론토증권거래소,282,tha_Thai,ตลาดหลักทรัพย์โตรอนโต,토론토 증권시장
토빈의 분리정리,283,tha_Thai,ทฤษฎีบทการแยกของโทบิน,토빈의 분할성 이론
통일규격유가증권 관리현황보고서,34,tha_Thai,รายงานเกี่ยวกับสถานะการบริหารจัดการหลักทรัพย์มาตรฐาน,표준 증권 관리 관리 상태에 대한 보고서
통일규격유가증권,284,tha_Thai,หลักทรัพย์มาตรฐาน,표준 증권
통일상사법,716,tha_Thai,พระราชบัญญัติบริษัทการค้า Unification,통일 무역 회사 법령
통정매매,1041,tha_Thai,การซื้อขายแบบสมรู้ร่วมคิด,의식적인 구매를 합니다.
통합결제,1042,tha_Thai,ระบบการชำระเงินแบบบูรณาการ,완전 결제 시스템입니다.
통합결제기구협의회,203,tha_Thai,สภาองค์กรการชำระเงินแบบบูรณาการ,국제결제기구 이사회
통합계좌,1043,tha_Thai,บัญชีรวม,전체 회계
통화선물,1044,tha_Thai,สัญญาซื้อขายล่วงหน้าสกุลเงิน,화폐에 대한 사전 계약
통화선물옵션,549,tha_Thai,สัญญาซื้อขายล่วงหน้าและสัญญาออปชันสกุลเงิน,전속 계약과 화폐 옵션 계약
통화스왑,1045,tha_Thai,การแลกเปลี่ยนสกุลเงิน,화폐 교환
통화안정증권,550,tha_Thai,พันธบัตรเพื่อรักษาเสถียรภาพของค่าเงิน,금전적 가치를 유지하기 위한 채권입니다.
통화옵션,1046,tha_Thai,ตัวเลือกสกุลเงิน,화폐 옵션
통화지표,1047,tha_Thai,ตัวชี้วัดทางการเงิน,금융 지표입니다.
통화채권투자신탁수익증권,80,tha_Thai,ใบรับรองรายได้ของกองทุนลงทุนในพันธบัตรสกุลเงิน,유가증권에 투자한 기금의 수입 증명서
투자등록,1048,tha_Thai,การจดทะเบียนการลงทุน,투자 등록
투자신탁,1049,tha_Thai,กองทุนลงทุน,투자 기금
투자신탁협회,551,tha_Thai,สมาคมกองทุนลงทุน,투자 기금 협회
투자자문업,717,tha_Thai,บริการให้คำปรึกษาด้านการลงทุน,투자 자문 서비스
특별결의,1050,tha_Thai,มติพิเศษ,특별한 의견입니다.
특별담보물,718,tha_Thai,หลักประกันพิเศษ,특별보험
특별인출권,719,tha_Thai,สิทธิการถอนเงินพิเศษ,특별 환불권
특수채,1194,tha_Thai,พันธบัตรเฉพาะทาง,전용 상품권
파생금융상품,552,tha_Thai,เครื่องมือการเงินอนุพันธ์,파생 금융 도구
파생적예금,720,tha_Thai,เงินฝากแบบอนุพันธ์,파생적 예금
파생증권,1051,tha_Thai,หลักทรัพย์อนุพันธ์,파생상품
파생통화,1052,tha_Thai,สกุลเงินอนุพันธ์,파생 화폐
패리티,1195,tha_Thai,ความเท่าเทียม,평등입니다.
팩터,1299,tha_Thai,ปัจจัย,요인
퍼포먼스 펀드,373,tha_Thai,กองทุนประสิทธิภาพ,효율성 기금
펀드매니저,721,tha_Thai,ผู้จัดการกองทุน,펀드 매니저
페니스탁,1053,tha_Thai,สต็อกอวัยวะเพศชาย,성기 뇌졸중
펠드스타인이론,374,tha_Thai,ทฤษฎีของเฟลด์สไตน์,펠드슈타인의 이론
평가절하,1054,tha_Thai,การลดค่าเงิน,돈의 부가가치
폐기증권,1055,tha_Thai,หลักทรัพย์ที่ถูกยกเลิก,유출된 증권
폐쇄식 담보부사채,204,tha_Thai,พันธบัตรมีหลักประกันแบบปิด,이 증권은 안전보장이 있습니다.
폐쇄형 투자신탁,285,tha_Thai,กองทุนลงทุนแบบปิด,투자자금입니다.
포괄주의,1056,tha_Thai,วิธีการแบบบูรณาการ,완벽한 방법이죠.
포괄증자,1057,tha_Thai,การเพิ่มทุนแบบครบวงจร,전체적인 자본 증대
포뮬러 플랜,553,tha_Thai,แผนสูตร,계획.
포스트,1196,tha_Thai,โพสต์,포스트
포트폴리오 관리,286,tha_Thai,การบริหารพอร์ตโฟลิโอ,포트폴리오 관리
포트폴리오 선택,287,tha_Thai,การเลือกพอร์ตโฟลิโอ,포트폴리오 선택
포트폴리오 인슈어런스,117,tha_Thai,ประกันพอร์ตโฟลิโอ,포트폴리오 보험
폭포효과,1058,tha_Thai,ผลลูกโซ่,사슬의 결과
표면이율,1059,tha_Thai,อัตราการเคลื่อนที่บนพื้นผิว,표면 이동 속도
풀서비스 브로커,288,tha_Thai,บริษัทนายหน้าให้บริการครบวงจร,사장님 회사에서 모든 서비스를 제공합니다.
풋 옵션,1060,tha_Thai,สัญญาขาย,계약서
풋-콜 패리티,375,tha_Thai,ความสมดุลระหว่างราคาพุทและคอล,투과 콜의 균형입니다.
프로그램매매,554,tha_Thai,การซื้อขายด้วยอัลกอริทึม,알고리즘으로 거래하는 겁니다.
플라워본드,722,tha_Thai,Flowerbond,플라워본드
플로어 브로커,376,tha_Thai,ผู้กลางการซื้อขายในตลาดเปิด,오픈마켓에서 거래 중개자
필터기법,1061,tha_Thai,เทคนิคการกรอง,필터링 기술
핑크 쉬트,723,tha_Thai,Pink Sheet,핑크 시트
한국선물거래소,377,tha_Thai,ตลาดสัญญาซื้อขายล่วงหน้าเกาหลี,한국의 사전 계약 시장
한국선물협회,555,tha_Thai,สมาคมสัญญาซื้อขายล่วงหน้าเกาหลี,조선예약협회
한국예탁증서,556,tha_Thai,ใบรับฝากหลักทรัพย์เกาหลี,한국 증권증권증서
한국자금중개주식회사,167,tha_Thai,"บริษัท Korea Financial Intermediary Co., Ltd.",한국금융중개사
한국주택저당금융주식회사,81,tha_Thai,บริษัทการเงินสินเชื่อที่อยู่อาศัยเกาหลี,한국 주택담보대출 회사
한국증권금융주식회사,168,tha_Thai,บริษัทการเงินหลักทรัพย์เกาหลี,한국증권금융회사
한국증권대체결제주식회사,82,tha_Thai,"บริษัท Korea Securities Alternative Settlement Co., Ltd.",한국보증대안결정회사
한국증권업협회,378,tha_Thai,สมาคมหลักทรัพย์เกาหลี,한국증권협회
한국증권연구원,379,tha_Thai,สถาบันวิจัยหลักทรัพย์เกาหลี,한국투자증권연구원
한국증권전산주식회사,169,tha_Thai,"บริษัท Korea Securities Information Systems Co., Ltd.",한국보증정보시스템 (주)
할인발행,1062,tha_Thai,ฉบับลดราคา,할인된 버전
할인상사,1063,tha_Thai,ร้านขายปลีกราคาถูก,소매는 저렴합니다.
