ko_term,lang,term_text,back_translation_ko,similarity,len_ratio,is_short,is_dup,suspicion_score,reasons
대행업무 수탁계약,mya_Mymr,ရောင်းဝယ်ရေး လက်ဝယ်စာချုပ်,매매계약,0.308,0.44,False,False,20,역번역 유사도 다소낮음(0.31)
독일증권시장의 주가지수,tgl_Latn,Mga may-ari ng stock market sa Alemanya,독일의 주식 시장 소유자,0.4,1.08,False,False,20,역번역 유사도 다소낮음(0.40)
동시호가,vie_Latn,Đấu giá đồng thời,동시에 경매,0.4,1.5,False,False,20,역번역 유사도 다소낮음(0.40)
동일주주,vie_Latn,Cổ đông cùng một bên,주주와 함께,0.4,1.5,False,False,20,역번역 유사도 다소낮음(0.40)
동일주주,ind_Latn,Pemegang saham yang sama,같은 주주,0.444,1.25,False,False,20,역번역 유사도 다소낮음(0.44)
동일주주,tha_Thai,ผู้ถือหุ้นเดียวกัน,같은 주주,0.444,1.25,False,False,20,역번역 유사도 다소낮음(0.44)
등가수익률,mya_Mymr,အပြန်အလှန် အကျိုးအမြတ်နှုန်း,상호이익률,0.4,1.0,False,False,20,역번역 유사도 다소낮음(0.40)
등록기관,tha_Thai,องค์กรที่จดทะเบียน,등록된 단체,0.4,1.5,False,False,20,역번역 유사도 다소낮음(0.40)
등록기관,mya_Mymr,မှတ်ပုံတင်ဌာန,주민등록소,0.444,1.25,False,False,20,역번역 유사도 다소낮음(0.44)
등록대리인,ind_Latn,Wakil Pendaftaran,등록 담당자,0.364,1.2,False,False,20,역번역 유사도 다소낮음(0.36)
등록대리인,tgl_Latn,Nagrehistro ng mga representante,대표자 등록,0.364,1.2,False,False,20,역번역 유사도 다소낮음(0.36)
등록법인,vie_Latn,Tổ chức được đăng ký,등록된 단체,0.4,1.5,False,False,20,역번역 유사도 다소낮음(0.40)
등록법인,tha_Thai,บริษัทที่จดทะเบียน,등록된 회사,0.4,1.5,False,False,20,역번역 유사도 다소낮음(0.40)
등록채권,tha_Thai,หนี้ที่จดทะเบียน,등록된 빚,0.444,1.25,False,False,20,역번역 유사도 다소낮음(0.44)
등록채권,mya_Mymr,မှတ်ပုံတင် ချေးငွေ,등록금 대출,0.4,1.5,False,False,20,역번역 유사도 다소낮음(0.40)
등록채권,tgl_Latn,Pagpaparehistro ng utang,부채 등록,0.444,1.25,False,False,20,역번역 유사도 다소낮음(0.44)
디스카운트 브로커,tha_Thai,โบรกเกอร์ค่าคอมมิชชันต่ำ,저 수수료 브로커,0.444,1.0,False,False,20,역번역 유사도 다소낮음(0.44)
랜덤워크가설,mya_Mymr,RandomWork ကို တည်ဆောက်ခြင်း။,랜덤워크를 만들고 있습니다.,0.381,2.5,False,False,20,역번역 유사도 다소낮음(0.38)
런던은행간 대출금리,tha_Thai,อัตราดอกเบี้ยระหว่างธนาคารในลอนดอน (LIBOR),런던 은행 간 이자율 (LIBOR),0.414,1.9,False,False,20,역번역 유사도 다소낮음(0.41)
런던은행간 대출금리,mya_Mymr,လန်ဒန်ဘဏ်အချင်းချင်း ချေးငွေ,런던의 융자입니다.,0.3,1.0,False,False,20,역번역 유사도 다소낮음(0.30)
런던은행간 예금금리,tha_Thai,อัตราดอกเบี้ยระหว่างธนาคารในลอนดอน (LIBOR),런던 은행 간 이자율 (LIBOR),0.414,1.9,False,False,20,역번역 유사도 다소낮음(0.41)
레버리지 효과,mya_Mymr,လွှမ်းမိုးမှု သက်ရောက်မှု။,영향력 효과입니다.,0.353,1.43,False,False,20,역번역 유사도 다소낮음(0.35)
마팅게일모형,mya_Mymr,မတ်တင်ဂေးလ် ပုံစံပါ။,이것은 마틴게일 모델입니다.,0.381,2.5,False,False,20,역번역 유사도 다소낮음(0.38)
마팅게일모형,tgl_Latn,Ang modelo ng Martingale.,마틴게일 모델입니다.,0.471,1.83,False,False,20,역번역 유사도 다소낮음(0.47)
만기보유전략,vie_Latn,Chiến lược nắm giữ đến ngày đáo hạn,마감일까지 보유 전략,0.471,1.83,False,False,20,역번역 유사도 다소낮음(0.47)
만기보유전략,mya_Mymr,ထိတွေ့မှု ထိန်းသိမ်းရေး နည်းဗျူဟာ,촉각 보존 전략,0.429,1.33,False,False,20,역번역 유사도 다소낮음(0.43)
만기보유전략,tgl_Latn,Mga Taktika ng Pag-aalala,걱정의 전략,0.333,1.0,False,False,20,역번역 유사도 다소낮음(0.33)
만기수익률,vie_Latn,Lợi suất đến hạn,유한수익,0.444,0.8,False,False,20,역번역 유사도 다소낮음(0.44)
만기수익률,tha_Thai,อัตราผลตอบแทนจนถึงวันครบกำหนด,정해진 기간까지의 수익률,0.444,2.6,False,False,20,역번역 유사도 다소낮음(0.44)
매매거래정지,vie_Latn,Tạm ngừng giao dịch,거래 중단,0.364,0.83,False,False,20,역번역 유사도 다소낮음(0.36)
매매보고서,vie_Latn,Báo cáo giao dịch,거래 보고,0.4,1.0,False,False,20,역번역 유사도 다소낮음(0.40)
매매심리,vie_Latn,Tâm lý thị trường,시장 심리학,0.4,1.5,False,False,20,역번역 유사도 다소낮음(0.40)
매매심리,tgl_Latn,Pagbebenta,판매,0.333,0.5,False,False,20,역번역 유사도 다소낮음(0.33)
매매중지장치,vie_Latn,Thiết bị ngắt giao dịch,거래 중단 장치,0.429,1.33,False,False,20,역번역 유사도 다소낮음(0.43)
매매중지장치,tgl_Latn,Mga kagamitan sa pagbebenta,판매용 장비,0.333,1.0,False,False,20,역번역 유사도 다소낮음(0.33)
매매확인,vie_Latn,Xác nhận giao dịch,트랜잭션 확인,0.364,1.75,False,False,20,역번역 유사도 다소낮음(0.36)
매매확인,ind_Latn,Konfirmasi Transaksi,거래 확인,0.444,1.25,False,False,20,역번역 유사도 다소낮음(0.44)
매매확인,tgl_Latn,Nakumpirma ang pagbebenta,판매가 확정됐다,0.333,2.0,False,False,20,역번역 유사도 다소낮음(0.33)
명령상장,ind_Latn,Pencatatan atas perintah,명령에 대한 기록,0.308,2.25,False,False,20,역번역 유사도 다소낮음(0.31)
명목이자율,ind_Latn,Suku bunga nominal,명목 금리,0.4,1.0,False,False,20,역번역 유사도 다소낮음(0.40)
명목이자율,mya_Mymr,အမည်နဲ့နှုန်း,이름과 비율,0.364,1.2,False,False,20,역번역 유사도 다소낮음(0.36)
명목이자율,tgl_Latn,Pangalan at rate,이름과 비율,0.364,1.2,False,False,20,역번역 유사도 다소낮음(0.36)
명의개서 대행회사,ind_Latn,Perusahaan Jasa Pengurusan Akta Pemindahan Hak Milik,소유권 이전 관리 서비스 회사,0.32,1.78,False,False,20,역번역 유사도 다소낮음(0.32)
명의개서 대행회사,tha_Thai,บริษัทรับโอนกรรมสิทธิ์,저작권 이전 회사,0.333,1.0,False,False,20,역번역 유사도 다소낮음(0.33)
명의개서 대행회사,mya_Mymr,နာမည်နဲ့ ခွေးကုမ္ပဏီပါ။,이름과 개 회사입니다.,0.381,1.33,False,False,20,역번역 유사도 다소낮음(0.38)
명의개서 정지기간,ind_Latn,Masa penangguhan pengalihan hak milik,소유권 전환의 유예 기간,0.364,1.44,False,False,20,역번역 유사도 다소낮음(0.36)
명의개서 정지기간,tha_Thai,ระยะเวลาการระงับการโอนสิทธิ์ในชื่อ,명칭의 권리 이전 기간,0.476,1.33,False,False,20,역번역 유사도 다소낮음(0.48)
명의개서대리인,vie_Latn,Người đại diện chuyển nhượng quyền sở hữu,소유권 이전 대리인,0.353,1.43,False,False,20,역번역 유사도 다소낮음(0.35)
명의개서대리인,tha_Thai,ตัวแทนในการโอนกรรมสิทธิ์,저작권 이전 대리인,0.353,1.43,False,False,20,역번역 유사도 다소낮음(0.35)
명의개서대행업무,mya_Mymr,နာမည်စာရင်းထုတ်လုပ်ရေး လုပ်ငန်း,명목사업,0.333,0.5,False,False,20,역번역 유사도 다소낮음(0.33)
모기지담보부증권,ind_Latn,Surat Utang Beragun Hipotek,부채는 모기지,0.4,0.88,False,False,20,역번역 유사도 다소낮음(0.40)
모기지담보부증권,tha_Thai,หลักทรัพย์ที่ได้รับการค้ำประกันด้วยสินเชื่อที่อยู่อาศัย,주택담보증권에 담긴 자산입니다.,0.32,2.12,False,False,20,역번역 유사도 다소낮음(0.32)
모기지담보부증권,tgl_Latn,Mga sertipiko ng hipoteka.,주택담보증서,0.429,0.75,False,False,20,역번역 유사도 다소낮음(0.43)
모듈기업,ind_Latn,Perusahaan modul,모듈 회사,0.444,1.25,False,False,20,역번역 유사도 다소낮음(0.44)
모듈기업,tha_Thai,บริษัทโมดูล,모듈 회사,0.444,1.25,False,False,20,역번역 유사도 다소낮음(0.44)
모듈기업,tgl_Latn,Modular na kumpanya,모듈식 회사,0.4,1.5,False,False,20,역번역 유사도 다소낮음(0.40)
모집설립,vie_Latn,Tuyển dụng và thành lập,채용 및 설립,0.364,1.75,False,False,20,역번역 유사도 다소낮음(0.36)
모집설립,ind_Latn,Perekrutan dan Pendirian,채용과 설립,0.4,1.5,False,False,20,역번역 유사도 다소낮음(0.40)
무권화,vie_Latn,Tự động hóa,자동화,0.333,1.0,False,False,20,역번역 유사도 다소낮음(0.33)
무권화,mya_Mymr,အာဏာမဲ့ခြင်း,무력감,0.333,1.0,False,False,20,역번역 유사도 다소낮음(0.33)
무기명주식,vie_Latn,Cổ phiếu không ghi tên,이름 없는 주식,0.308,1.6,False,False,20,역번역 유사도 다소낮음(0.31)
무기명주식,ind_Latn,Saham tanpa nama,이름 없는 주식,0.308,1.6,False,False,20,역번역 유사도 다소낮음(0.31)
무기명채권,vie_Latn,Trái phiếu không ghi tên,이름 없는 채권,0.308,1.6,False,False,20,역번역 유사도 다소낮음(0.31)
무기명채권,ind_Latn,Obligasi tanpa nama,이름 없는 채권,0.308,1.6,False,False,20,역번역 유사도 다소낮음(0.31)
무담보사채,tha_Thai,พันธบัตรบริษัทแบบไม่มีหลักประกัน,보험이 없는 회사채권,0.375,2.2,False,False,20,역번역 유사도 다소낮음(0.38)
무배당,vie_Latn,Không chia cổ tức,배당이 없습니다.,0.333,3.0,False,False,20,역번역 유사도 다소낮음(0.33)
무배당,ind_Latn,Tanpa dividen,배당금 없이,0.444,2.0,False,False,20,역번역 유사도 다소낮음(0.44)
무배당,tha_Thai,ไม่มีเงินปันผล,배당은 없습니다.,0.333,3.0,False,False,20,역번역 유사도 다소낮음(0.33)
무보증사채,ind_Latn,Obligasi tanpa jaminan,보증되지 않은 채권,0.4,2.0,False,False,20,역번역 유사도 다소낮음(0.40)
무보증사채,tgl_Latn,Mga utang na walang garantiya,보증되지 않은 부채,0.4,2.0,False,False,20,역번역 유사도 다소낮음(0.40)
무액면주식,mya_Mymr,ငွေကြေးမဲ့ ရှယ်ယာ,현금 없는 주식,0.308,1.6,False,False,20,역번역 유사도 다소낮음(0.31)
무액면주식,tgl_Latn,Ang mga stock ng cashless,현금 없는 주식,0.308,1.6,False,False,20,역번역 유사도 다소낮음(0.31)
무위험 이자율,vie_Latn,Lãi suất không rủi ro,리스크 없는 이자율,0.471,1.43,False,False,20,역번역 유사도 다소낮음(0.47)
무위험 이자율,ind_Latn,Suku bunga bebas risiko,리스크 없는 이자율,0.471,1.43,False,False,20,역번역 유사도 다소낮음(0.47)
무위험 이자율,tha_Thai,อัตราดอกเบี้ยที่ไม่มีความเสี่ยง,위험 없는 금리입니다.,0.316,1.71,False,False,20,역번역 유사도 다소낮음(0.32)
무위험 이자율,mya_Mymr,အန္တရာယ်ကင်းတဲ့ အတိုးနှုန်း,위험 없는 금리,0.4,1.14,False,False,20,역번역 유사도 다소낮음(0.40)
무위험 이자율,tgl_Latn,Mga rate ng interes na walang panganib,위험 없는 금리,0.4,1.14,False,False,20,역번역 유사도 다소낮음(0.40)
물상대위,vie_Latn,Thay thế vật chất,물질적 대체,0.4,1.5,False,False,20,역번역 유사도 다소낮음(0.40)
물상대위,ind_Latn,Substitusi benda,물체의 대체,0.4,1.5,False,False,20,역번역 유사도 다소낮음(0.40)
물적담보,tha_Thai,สินทรัพย์ค้ำประกันแบบสิ่งของ,물체보험자산,0.4,1.5,False,False,20,역번역 유사도 다소낮음(0.40)
물적담보,mya_Mymr,ပစ္စည်းဆိုင်ရာ သတင်းအချက်အလက်။,물질적인 정보입니다.,0.4,2.75,False,False,20,역번역 유사도 다소낮음(0.40)
물적담보,tgl_Latn,Mga materyal na balita,물질적 뉴스,0.4,1.5,False,False,20,역번역 유사도 다소낮음(0.40)
뮤추얼펀드 관리회사,tha_Thai,บริษัทจัดการกองทุนรวม,펀드 매니지먼트,0.333,0.8,False,False,20,역번역 유사도 다소낮음(0.33)
뮤추얼펀드 관리회사,mya_Mymr,ရင်းနှီးမြှုပ်နှံမှု စီမံခန့်ခွဲရေး ကုမ္ပဏီပါ။,투자 관리 회사입니다.,0.455,1.2,False,False,20,역번역 유사도 다소낮음(0.45)
뮤추얼펀드 인수회사,vie_Latn,Công ty mua lại quỹ đầu tư chung,주식회사 인수,0.353,0.7,False,False,20,역번역 유사도 다소낮음(0.35)
뮤추얼펀드 인수회사,ind_Latn,Perusahaan yang mengakuisisi reksa dana,자금융을 인수하는 회사,0.455,1.2,False,False,20,역번역 유사도 다소낮음(0.45)
미국형옵션,vie_Latn,Quyền chọn kiểu Mỹ,미국식 선택,0.364,1.2,False,False,20,역번역 유사도 다소낮음(0.36)
미국형옵션,tgl_Latn,Mga pagpipilian sa Amerikano,미국인의 선택,0.333,1.4,False,False,20,역번역 유사도 다소낮음(0.33)
미청산계약,vie_Latn,Hợp đồng chưa thanh toán,계약금 상환,0.364,1.2,False,False,20,역번역 유사도 다소낮음(0.36)
바벨형 만기구성전략,tha_Thai,กลยุทธ์การจัดตั้งอุปกรณ์แบบ Babel,바벨 장치 배치 전략,0.476,1.1,False,False,20,역번역 유사도 다소낮음(0.48)
바벨형 만기구성전략,mya_Mymr,ဗာဗုလုန်ရဲ့ ရေရှည်တည်တံ့မှု နည်းဗျူဟာပါ။,이것은 바빌론의 지속가능성 전략이었습니다.,0.303,2.3,False,False,20,역번역 유사도 다소낮음(0.30)
바스켓방식,vie_Latn,Phương pháp giỏ,바구니 방법,0.364,1.2,False,False,20,역번역 유사도 다소낮음(0.36)
바스켓방식,ind_Latn,Sistem keranjang,바구니 시스템,0.333,1.4,False,False,20,역번역 유사도 다소낮음(0.33)
바흐만보고서,mya_Mymr,Bach ကို ကြည့်နေတာပါ။,저는 바흐를 보고 있습니다.,0.381,2.5,False,False,20,역번역 유사도 다소낮음(0.38)
바흐만보고서,tgl_Latn,Tumingin ako kay Bach.,저는 바흐를 보았습니다.,0.316,2.17,False,False,20,역번역 유사도 다소낮음(0.32)
반대매매,mya_Mymr,ဆန့်ကျင်ဘက် အရောင်း,반대로 판매합니다.,0.429,2.5,False,False,20,역번역 유사도 다소낮음(0.43)
발기설립,tgl_Latn,Paghahanda ng erection,발기 발기 준비,0.333,2.0,False,False,20,역번역 유사도 다소낮음(0.33)
발기인조합,tgl_Latn,Ang pagtitipon ng mga erectile,발기부전,0.444,0.8,False,False,20,역번역 유사도 다소낮음(0.44)
발행가액,tgl_Latn,Bilang ng mga nag-isyu,발행자 수,0.444,1.25,False,False,20,역번역 유사도 다소낮음(0.44)
발행시장,ind_Latn,Pasar penerbitan,출판 시장,0.444,1.25,False,False,20,역번역 유사도 다소낮음(0.44)
발행시장,tha_Thai,ตลาดแรก,첫 번째 시장,0.364,1.75,False,False,20,역번역 유사도 다소낮음(0.36)
발행시장,mya_Mymr,ထုတ်ဝေမှု စျေးကွက်,출판 시장,0.444,1.25,False,False,20,역번역 유사도 다소낮음(0.44)
배당기산일,ind_Latn,Tanggal Perhitungan Dividen,배당금 계산 날짜,0.429,1.8,False,False,20,역번역 유사도 다소낮음(0.43)
배당기산일,mya_Mymr,ခွဲဝေတဲ့နေ့။,분배일입니다.,0.333,1.4,False,False,20,역번역 유사도 다소낮음(0.33)
배당락,vie_Latn,Ngày chốt quyền nhận cổ tức,배당권 결제일,0.4,2.33,False,False,20,역번역 유사도 다소낮음(0.40)
배당성향,vie_Latn,Tỷ lệ chi trả cổ tức,배당금 지급율,0.364,1.75,False,False,20,역번역 유사도 다소낮음(0.36)
배당소득,vie_Latn,Thu nhập từ cổ tức,배당금 수입,0.4,1.5,False,False,20,역번역 유사도 다소낮음(0.40)
배당소득,ind_Latn,Penghasilan dari dividen,배당금 수입,0.4,1.5,False,False,20,역번역 유사도 다소낮음(0.40)
배당의 정보효과,tgl_Latn,Ang mga epekto ng impormasyon ng payout,결제 정보의 영향,0.353,1.12,False,False,20,역번역 유사도 다소낮음(0.35)
배당정책,tha_Thai,นโยบายการจ่ายปันผล,보상 정책,0.444,1.25,False,False,20,역번역 유사도 다소낮음(0.44)
배당정책,mya_Mymr,ခွဲဝေရေး မူဝါဒ,차별화 정책,0.4,1.5,False,False,20,역번역 유사도 다소낮음(0.40)
배당평가모형,vie_Latn,Mô hình đánh giá cổ tức,이윤 평가 모델,0.429,1.33,False,False,20,역번역 유사도 다소낮음(0.43)
배당평가모형,ind_Latn,Model Penilaian Dividen,이산화탄소 평가 모델,0.353,1.83,False,False,20,역번역 유사도 다소낮음(0.35)
배당평가모형,tha_Thai,แบบจำลองการประเมินมูลค่าจากเงินปันผล,수익률 평가 모델입니다.,0.316,2.17,False,False,20,역번역 유사도 다소낮음(0.32)
배당평가모형,mya_Mymr,အကဲဖြတ်မှု ပုံစံ,평가 패턴,0.364,0.83,False,False,20,역번역 유사도 다소낮음(0.36)
벌처펀드,mya_Mymr,ဘဲလ်ချ်ဖောင်ဒ်။,벨치펀드입니다.,0.333,2.0,False,False,20,역번역 유사도 다소낮음(0.33)
법정과실,tgl_Latn,Sa loob ng korte,법정 안에서,0.4,1.5,False,False,20,역번역 유사도 다소낮음(0.40)
법정담보물권,vie_Latn,Quyền thế chấp theo pháp luật,법적인 보증금,0.308,1.17,False,False,20,역번역 유사도 다소낮음(0.31)
법정담보물권,ind_Latn,Hak jaminan yang diatur undang-undang,법적으로 보장된 권리,0.353,1.83,False,False,20,역번역 유사도 다소낮음(0.35)
법정담보물권,tgl_Latn,Karapatan ng Legal na Karapatan,법적인 권리,0.333,1.0,False,False,20,역번역 유사도 다소낮음(0.33)
법정대위,vie_Latn,Đại diện theo pháp luật,법적 대리인,0.4,1.5,False,False,20,역번역 유사도 다소낮음(0.40)
법정대위,ind_Latn,Substitusi Hukum,법의 대체,0.444,1.25,False,False,20,역번역 유사도 다소낮음(0.44)
법정대위,tha_Thai,การรับสิทธิแทนตามกฎหมาย,법적인 대리권,0.364,1.75,False,False,20,역번역 유사도 다소낮음(0.36)
법정청산,mya_Mymr,တရားရုံးချိန်း,법정 약속,0.444,1.25,False,False,20,역번역 유사도 다소낮음(0.44)
베타계수,tha_Thai,สัมประสิทธิ์เบตา,베타 팩토리,0.4,1.5,False,False,20,역번역 유사도 다소낮음(0.40)
베타계수,mya_Mymr,ဘီတာ ကိန်းဂဏန်း,비타 수입니다.,0.333,2.0,False,False,20,역번역 유사도 다소낮음(0.33)
베타계수,tgl_Latn,Mga bilang ng beta,베타 숫자,0.444,1.25,False,False,20,역번역 유사도 다소낮음(0.44)
베타위험,mya_Mymr,ဗီတာ အန္တရာယ်ပါ။,비타 위험입니다.,0.462,2.25,False,False,20,역번역 유사도 다소낮음(0.46)
보관기관,vie_Latn,Cơ quan lưu trữ,기록물 기관,0.4,1.5,False,False,20,역번역 유사도 다소낮음(0.40)
보관위험,ind_Latn,Risiko penyimpanan,저장 위험,0.444,1.25,False,False,20,역번역 유사도 다소낮음(0.44)
보관위험,tha_Thai,ความเสี่ยงในการจัดเก็บ,재고에 대한 위험,0.308,2.25,False,False,20,역번역 유사도 다소낮음(0.31)
보관위험,tgl_Latn,Mga panganib sa pag-iingat,주의해야 할 위험,0.308,2.25,False,False,20,역번역 유사도 다소낮음(0.31)
보증사채,mya_Mymr,အာမခံချက်။,보증입니다.,0.4,1.5,False,False,20,역번역 유사도 다소낮음(0.40)
보통거래,vie_Latn,Giao dịch thông thường,일반적인 거래,0.364,1.75,False,False,20,역번역 유사도 다소낮음(0.36)
보통거래,ind_Latn,Transaksi biasa,일반적인 거래,0.364,1.75,False,False,20,역번역 유사도 다소낮음(0.36)
보통거래,tgl_Latn,Karaniwan.,보통입니다.,0.4,1.5,False,False,20,역번역 유사도 다소낮음(0.40)
보통주,vie_Latn,Cổ phiếu phổ thông,주식,0.4,0.67,False,False,20,역번역 유사도 다소낮음(0.40)
보통주,ind_Latn,Saham biasa,주식,0.4,0.67,False,False,20,역번역 유사도 다소낮음(0.40)
보통주,tha_Thai,หุ้นสามัญ,주식,0.4,0.67,False,False,20,역번역 유사도 다소낮음(0.40)
보통주,tgl_Latn,Karaniwan.,보통입니다.,0.444,2.0,False,False,20,역번역 유사도 다소낮음(0.44)
보호예수,mya_Mymr,ကိုယ်ခန္ဓာကို ကာကွယ်ပါ။,몸을 보호하세요.,0.308,2.25,False,False,20,역번역 유사도 다소낮음(0.31)
보호예수증서,ind_Latn,Sertifikat Penahanan Saham,주식 보유 증명서,0.4,1.5,False,False,20,역번역 유사도 다소낮음(0.40)
보호예수증서,tgl_Latn,Mga Patnubay ni Jesus,예수 의 지침,0.308,1.17,False,False,20,역번역 유사도 다소낮음(0.31)
복리채,ind_Latn,Obligasi berbunga majemuk,복수형 채권,0.444,2.0,False,False,20,역번역 유사도 다소낮음(0.44)
복수통화대출,ind_Latn,Pinjaman Multi-Mata Uang,다중 화폐 대출,0.429,1.33,False,False,20,역번역 유사도 다소낮음(0.43)
복수통화표시채,vie_Latn,Trái phiếu hiển thị nhiều loại tiền tệ,다양한 통화를 표시하는 채권,0.455,2.14,False,False,20,역번역 유사도 다소낮음(0.45)
본질가치,vie_Latn,Giá trị cốt lõi,핵심 가치,0.444,1.25,False,False,20,역번역 유사도 다소낮음(0.44)
본질가치,ind_Latn,Nilai intrinsik,내재적 가치,0.4,1.5,False,False,20,역번역 유사도 다소낮음(0.40)
본질가치,tha_Thai,มูลค่าภายใน,내적 가치,0.444,1.25,False,False,20,역번역 유사도 다소낮음(0.44)
본질가치,tgl_Latn,Katangian ng halaga,가치의 특성,0.4,1.5,False,False,20,역번역 유사도 다소낮음(0.40)
부당권유행위의 금지,vie_Latn,Cấm các hành vi chào mời không công bằng,불공정한 초대 행위는 금지됩니다.,0.357,1.8,False,False,20,역번역 유사도 다소낮음(0.36)
부당권유행위의 금지,mya_Mymr,တရားမျှတမှုမရှိတဲ့ လုပ်ရပ်တွေကို တားမြစ်တယ်။,불공정한 행위를 금지합니다.,0.4,1.5,False,False,20,역번역 유사도 다소낮음(0.40)
부당권유행위의 금지,tgl_Latn,Pagbabawal sa mga gawaing di-katarungan,불의한 행위에 대한 금지,0.435,1.3,False,False,20,역번역 유사도 다소낮음(0.43)
부도방지협약,vie_Latn,Thỏa thuận phòng ngừa vỡ nợ,파산 방지 협정,0.429,1.33,False,False,20,역번역 유사도 다소낮음(0.43)
부도방지협약,tha_Thai,ข้อตกลงเกี่ยวกับการป้องกันการล้มละลาย,파산 방지 협정,0.429,1.33,False,False,20,역번역 유사도 다소낮음(0.43)
부보관기관,ind_Latn,Lembaga Penyimpanan Cadangan,예비 보관소,0.364,1.2,False,False,20,역번역 유사도 다소낮음(0.36)
부실채권,tgl_Latn,Ang mga utang na walang utang,빚 없는 부채,0.364,1.75,False,False,20,역번역 유사도 다소낮음(0.36)
부실채권 정리기금,ind_Latn,Dana Penanganan Kredit Macet,신용 관리 기금이 고장났습니다.,0.308,1.89,False,False,20,역번역 유사도 다소낮음(0.31)
부실채권 정리기금,tgl_Latn,Mga pondo para sa mga utang sa bangko,은행 부채를 위한 자금,0.381,1.33,False,False,20,역번역 유사도 다소낮음(0.38)
부실채권정리기금채권,vie_Latn,Trái phiếu Quỹ xử lý nợ xấu,부실 채권 재단,0.444,0.8,False,False,20,역번역 유사도 다소낮음(0.44)
부전환대리인,ind_Latn,Wakil Non-Konversi,변신하지 않은 대리인,0.353,1.83,False,False,20,역번역 유사도 다소낮음(0.35)
부전환대리인,tha_Thai,ตัวแทนที่ไม่สามารถแปลงได้,변할 수 없는 대리인,0.353,1.83,False,False,20,역번역 유사도 다소낮음(0.35)
분리형증권,ind_Latn,Surat berharga yang dapat dipisahkan,분리할 수 있는 유가증서,0.333,2.6,False,False,20,역번역 유사도 다소낮음(0.33)
분매기관,vie_Latn,Cơ quan phân phối,배급 기관,0.444,1.25,False,False,20,역번역 유사도 다소낮음(0.44)
분배락조치,ind_Latn,Tindakan pembatasan distribusi,유통 제한 조치,0.308,1.6,False,False,20,역번역 유사도 다소낮음(0.31)
분산투자,ind_Latn,Diversifikasi Investasi,투자 다각화,0.4,1.5,False,False,20,역번역 유사도 다소낮음(0.40)
분산투자,tha_Thai,การลงทุนที่หลากหลาย,다양한 투자,0.4,1.5,False,False,20,역번역 유사도 다소낮음(0.40)
분산투자,tgl_Latn,Divergent na pamumuhunan,다양성 투자,0.4,1.5,False,False,20,역번역 유사도 다소낮음(0.40)
브래디채권,mya_Mymr,Brady ချေးငွေ,브레이디 대출,0.333,1.4,False,False,20,역번역 유사도 다소낮음(0.33)
브래디채권,tgl_Latn,Ang Brady Bond,브레이디 본드,0.333,1.4,False,False,20,역번역 유사도 다소낮음(0.33)
비가격경쟁,vie_Latn,Cạnh tranh phi giá cả,치열한 경쟁,0.364,1.2,False,False,20,역번역 유사도 다소낮음(0.36)
비가격경쟁,mya_Mymr,မိုးရွာသွန်းမှု ပြိုင်ပွဲ။,비가 오는 경주입니다.,0.353,2.4,False,False,20,역번역 유사도 다소낮음(0.35)
비거주자,vie_Latn,Người không cư trú,거주자가 아닌 사람,0.429,2.5,False,False,20,역번역 유사도 다소낮음(0.43)
비과세소득,mya_Mymr,အခွန်မဲ့ ဝင်ငွေ,세금 없는 소득,0.462,1.6,False,False,20,역번역 유사도 다소낮음(0.46)
비전형계약,tgl_Latn,Mga kontrata na walang kuryente,전력 없는 계약,0.462,1.6,False,False,20,역번역 유사도 다소낮음(0.46)
비체계적 위험,ind_Latn,Risiko tak terstruktur,구조화되지 않은 위험,0.333,1.57,False,False,20,역번역 유사도 다소낮음(0.33)
비통화금융기관,tgl_Latn,Mga institusyong pinansyal na walang pera,돈 없는 금융 기관,0.471,1.43,False,False,20,역번역 유사도 다소낮음(0.47)
비회원증권회사,mya_Mymr,အဖွဲ့ဝင်မဟုတ်တဲ့ စက္ကူကုမ္ပဏီပါ။,비회사적인 종이 회사입니다.,0.364,2.14,False,False,20,역번역 유사도 다소낮음(0.36)
빅보오드,mya_Mymr,ဘုတ်ကြီး။,보드입니다.,0.4,1.5,False,False,20,역번역 유사도 다소낮음(0.40)
빗더마켓 전략,vie_Latn,Chiến lược Bitder Market,비터 시장 전략,0.4,1.14,False,False,20,역번역 유사도 다소낮음(0.40)
빗더마켓 전략,mya_Mymr,မိတ်ကပ်စျေးကွက် မဟာဗျူဟာ,메이크업 마케팅 전략,0.444,1.57,False,False,20,역번역 유사도 다소낮음(0.44)
사고증권,ind_Latn,Surat berharga yang bermasalah,문제가 있는 증권,0.308,2.25,False,False,20,역번역 유사도 다소낮음(0.31)
사고증권,mya_Mymr,မတော်တဆမှု လက်မှတ်,교통사고 시인서,0.333,2.0,False,False,20,역번역 유사도 다소낮음(0.33)
사다리형 만기구성전략,vie_Latn,Chiến lược xây dựng danh mục đầu tư theo mô hình thang,계단형 포트폴리오 구축 전략,0.385,1.36,False,False,20,역번역 유사도 다소낮음(0.38)
사다리형 만기구성전략,ind_Latn,Strategi Pembentukan Portofolio Tipe Tangga,계단형 포트폴리오 구축 전략,0.385,1.36,False,False,20,역번역 유사도 다소낮음(0.38)
사모펀드,tgl_Latn,Sampo Fund,삼포 펀드,0.444,1.25,False,False,20,역번역 유사도 다소낮음(0.44)
